month,component_id,forecast_units
2024-06,C0220,110926
2024-06,C0221,88431
2024-06,C0222,116616
2024-06,C0223,1025
2024-06,C0224,771
2024-06,C0225,2052
2024-06,C0226,1514
2024-06,C0227,1454
2024-06,C0228,854
2024-06,C0229,876
2024-06,C0230,1408
2024-06,C0231,2243
2024-06,C0232,1904
2024-06,C0233,1417
2024-06,C0234,1930
2024-06,C0235,1843
2024-06,C0236,992
2024-06,C0237,1577
2024-06,C0238,1564
2024-06,C0239,1918
2024-06,C0240,1638
2024-07,C0001,333
2024-07,C0002,368
2024-07,C0003,404
2024-07,C0004,158
2024-07,C0005,168
2024-07,C0006,225
2024-07,C0007,355
2024-07,C0008,348
2024-07,C0009,357
2024-07,C0010,97
2024-07,C0011,496
2024-07,C0012,261
2024-07,C0013,547
2024-07,C0014,26724
2024-07,C0015,29583
2024-07,C0016,35300
2024-07,C0017,21676
2024-07,C0018,17376
2024-07,C0019,19080
2024-07,C0020,37362
2024-07,C0021,14209
2024-07,C0022,12181
2024-07,C0023,16609
2024-07,C0024,19451
2024-07,C0025,11860
2024-07,C0026,20677
2024-07,C0027,24465
2024-07,C0028,13181
2024-07,C0029,16152
2024-07,C0030,21580
2024-07,C0031,32758
2024-07,C0032,22548
2024-07,C0033,22595
2024-07,C0034,23309
2024-07,C0035,18366
2024-07,C0036,26533
2024-07,C0037,33753
2024-07,C0038,29213
2024-07,C0039,16365
2024-07,C0040,21219
2024-07,C0041,29769
2024-07,C0042,27897
2024-07,C0043,39032
2024-07,C0044,47984
2024-07,C0045,37664
2024-07,C0046,64893
2024-07,C0047,51356
2024-07,C0048,63640
2024-07,C0049,56859
2024-07,C0050,52111
2024-07,C0051,122629
2024-07,C0052,110683
2024-07,C0053,60592
2024-07,C0054,93499
2024-07,C0055,108992
2024-07,C0056,45597
2024-07,C0057,67087
2024-07,C0058,110886
2024-07,C0059,30535
2024-07,C0060,66557
2024-07,C0061,43880
2024-07,C0062,79839
2024-07,C0063,51211
2024-07,C0064,64176
2024-07,C0065,64000
2024-07,C0066,73645
2024-07,C0067,113373
2024-07,C0068,85715
2024-07,C0069,40480
2024-07,C0070,55148
2024-07,C0071,49050
2024-07,C0072,68168
2024-07,C0073,34411
2024-07,C0074,59445
2024-07,C0075,69445
2024-07,C0076,81503
2024-07,C0077,31073
2024-07,C0078,39141
2024-07,C0079,60149
2024-07,C0080,56314
2024-07,C0081,48117
2024-07,C0082,87768
2024-07,C0083,35143
2024-07,C0084,50356
2024-07,C0085,43475
2024-07,C0086,19307
2024-07,C0087,52576
2024-07,C0088,28547
2024-07,C0089,52327
2024-07,C0090,56261
2024-07,C0091,68126
2024-07,C0092,10443
2024-07,C0093,20636
2024-07,C0094,22821
2024-07,C0095,28644
2024-07,C0096,25494
2024-07,C0097,13568
2024-07,C0098,13930
2024-07,C0099,14510
2024-07,C0100,12218
2024-07,C0101,12767
2024-07,C0102,15667
2024-07,C0103,27534
2024-07,C0104,17323
2024-07,C0105,12358
2024-07,C0106,10869
2024-07,C0107,21146
2024-07,C0108,27578
2024-07,C0109,13476
2024-07,C0110,13402
2024-07,C0111,27499
2024-07,C0112,14561
2024-07,C0113,23779
2024-07,C0114,20789
2024-07,C0115,10618
2024-07,C0116,5716
2024-07,C0117,14615
2024-07,C0118,26107
2024-07,C0119,13392
2024-07,C0120,15824
2024-07,C0121,10926
2024-07,C0122,8537
2024-07,C0123,9143
2024-07,C0124,15109
2024-07,C0125,10593
2024-07,C0126,12613
2024-07,C0127,10715
2024-07,C0128,11093
2024-07,C0129,13908
2024-07,C0130,18766
2024-07,C0131,5949
2024-07,C0132,6484
2024-07,C0133,20216
2024-07,C0134,9334
2024-07,C0135,15610
2024-07,C0136,9966
2024-07,C0137,10841
2024-07,C0138,9881
2024-07,C0139,12977
2024-07,C0140,8570
2024-07,C0141,7881
2024-07,C0142,7065
2024-07,C0143,7946
2024-07,C0144,6296
2024-07,C0145,9035
2024-07,C0146,11138
2024-07,C0147,18106
2024-07,C0148,8828
2024-07,C0149,4206
2024-07,C0150,127705
2024-07,C0151,130504
2024-07,C0152,136017
2024-07,C0153,179640
2024-07,C0154,57925
2024-07,C0155,91114
2024-07,C0156,133205
2024-07,C0157,86752
2024-07,C0158,99950
2024-07,C0159,178239
2024-07,C0160,130878
2024-07,C0161,102836
2024-07,C0162,148348
2024-07,C0163,182903
2024-07,C0164,127659
2024-07,C0165,90951
2024-07,C0166,112541
2024-07,C0167,58767
2024-07,C0168,144074
2024-07,C0169,115208
2024-07,C0170,152673
2024-07,C0171,121415
2024-07,C0172,116408
2024-07,C0173,159759
2024-07,C0174,135000
2024-07,C0175,59
2024-07,C0176,46
2024-07,C0177,58
2024-07,C0178,82
2024-07,C0179,41
2024-07,C0180,364
2024-07,C0181,413
2024-07,C0182,631
2024-07,C0183,251
2024-07,C0184,383
2024-07,C0185,260
2024-07,C0186,248
2024-07,C0187,419
2024-07,C0188,362
2024-07,C0189,288
2024-07,C0190,288
2024-07,C0191,447
2024-07,C0192,372
2024-07,C0193,100170
2024-07,C0194,109296
2024-07,C0195,77454
2024-07,C0196,124059
2024-07,C0197,30187
2024-07,C0198,95708
2024-07,C0199,51172
2024-07,C0200,82421
2024-07,C0201,75632
2024-07,C0202,36763
2024-07,C0203,97026
2024-07,C0204,87176
2024-07,C0205,96576
2024-07,C0206,78845
2024-07,C0207,146803
2024-07,C0208,124984
2024-07,C0209,91171
2024-07,C0210,66197
2024-07,C0211,74659
2024-07,C0212,59908
2024-07,C0213,75204
2024-07,C0214,46292
2024-07,C0215,41492
2024-07,C0216,119813
2024-07,C0217,124502
2024-07,C0218,150487
2024-07,C0219,99330
2024-07,C0220,113797
2024-07,C0221,64129
2024-07,C0222,117349
2024-07,C0223,2112
2024-07,C0224,1114
2024-07,C0225,1185
2024-07,C0226,1471
2024-07,C0227,1374
2024-07,C0228,1201
2024-07,C0229,1330
2024-07,C0230,994
2024-07,C0231,1920
2024-07,C0232,2987
2024-07,C0233,1534
2024-07,C0234,2877
2024-07,C0235,2336
2024-07,C0236,583
2024-07,C0237,2252
2024-07,C0238,2045
2024-07,C0239,1977
2024-07,C0240,2811
2024-08,C0001,298
2024-08,C0002,543
2024-08,C0003,443
2024-08,C0004,265
2024-08,C0005,172
2024-08,C0006,260
2024-08,C0007,275
2024-08,C0008,242
2024-08,C0009,240
2024-08,C0010,87
2024-08,C0011,284
2024-08,C0012,179
2024-08,C0013,274
2024-08,C0014,23950
2024-08,C0015,13452
2024-08,C0016,21183
2024-08,C0017,22903
2024-08,C0018,26344
2024-08,C0019,21876
2024-08,C0020,24941
2024-08,C0021,23416
2024-08,C0022,9608
2024-08,C0023,19165
2024-08,C0024,20461
2024-08,C0025,10045
2024-08,C0026,14230
2024-08,C0027,16349
2024-08,C0028,14638
2024-08,C0029,14142
2024-08,C0030,31847
2024-08,C0031,38949
2024-08,C0032,22212
2024-08,C0033,17878
2024-08,C0034,27655
2024-08,C0035,22295
2024-08,C0036,18445
2024-08,C0037,17580
2024-08,C0038,37652
2024-08,C0039,20944
2024-08,C0040,13056
2024-08,C0041,22460
2024-08,C0042,33141
2024-08,C0043,34327
2024-08,C0044,42963
2024-08,C0045,46968
2024-08,C0046,42060
2024-08,C0047,42814
2024-08,C0048,46735
2024-08,C0049,101839
2024-08,C0050,38710
2024-08,C0051,76385
2024-08,C0052,57111
2024-08,C0053,57660
2024-08,C0054,49148
2024-08,C0055,64425
2024-08,C0056,38791
2024-08,C0057,98541
2024-08,C0058,85513
2024-08,C0059,27299
2024-08,C0060,103687
2024-08,C0061,95017
2024-08,C0062,79174
2024-08,C0063,39939
2024-08,C0064,48164
2024-08,C0065,68577
2024-08,C0066,44301
2024-08,C0067,93819
2024-08,C0068,76310
2024-08,C0069,43386
2024-08,C0070,27603
2024-08,C0071,46744
2024-08,C0072,35918
2024-08,C0073,33927
2024-08,C0074,52874
2024-08,C0075,62468
2024-08,C0076,77166
2024-08,C0077,27423
2024-08,C0078,59188
2024-08,C0079,70471
2024-08,C0080,51326
2024-08,C0081,42403
2024-08,C0082,67260
2024-08,C0083,25563
2024-08,C0084,55311
2024-08,C0085,70342
2024-08,C0086,22602
2024-08,C0087,56053
2024-08,C0088,33874
2024-08,C0089,48552
2024-08,C0090,47267
2024-08,C0091,85071
2024-08,C0092,9847
2024-08,C0093,11410
2024-08,C0094,25090
2024-08,C0095,35347
2024-08,C0096,23307
2024-08,C0097,12746
2024-08,C0098,23077
2024-08,C0099,19051
2024-08,C0100,22149
2024-08,C0101,16515
2024-08,C0102,21282
2024-08,C0103,22475
2024-08,C0104,12259
2024-08,C0105,11354
2024-08,C0106,16507
2024-08,C0107,14538
2024-08,C0108,19576
2024-08,C0109,17211
2024-08,C0110,7200
2024-08,C0111,24023
2024-08,C0112,10627
2024-08,C0113,28495
2024-08,C0114,19746
2024-08,C0115,8119
2024-08,C0116,5754
2024-08,C0117,23127
2024-08,C0118,30828
2024-08,C0119,11265
2024-08,C0120,17352
2024-08,C0121,20401
2024-08,C0122,9557
2024-08,C0123,16119
2024-08,C0124,15263
2024-08,C0125,17129
2024-08,C0126,11295
2024-08,C0127,16800
2024-08,C0128,23410
2024-08,C0129,9237
2024-08,C0130,12053
2024-08,C0131,5248
2024-08,C0132,5904
2024-08,C0133,9314
2024-08,C0134,13841
2024-08,C0135,13041
2024-08,C0136,12949
2024-08,C0137,10549
2024-08,C0138,21570
2024-08,C0139,9882
2024-08,C0140,8767
2024-08,C0141,8956
2024-08,C0142,9404
2024-08,C0143,7036
2024-08,C0144,7600
2024-08,C0145,9734
2024-08,C0146,13594
2024-08,C0147,13101
2024-08,C0148,15602
2024-08,C0149,8398
2024-08,C0150,114691
2024-08,C0151,86904
2024-08,C0152,121691
2024-08,C0153,188795
2024-08,C0154,125952
2024-08,C0155,74314
2024-08,C0156,258294
2024-08,C0157,133622
2024-08,C0158,136261
2024-08,C0159,120910
2024-08,C0160,97267
2024-08,C0161,142721
2024-08,C0162,176508
2024-08,C0163,106381
2024-08,C0164,133619
2024-08,C0165,119601
2024-08,C0166,160615
2024-08,C0167,71973
2024-08,C0168,140980
2024-08,C0169,108910
2024-08,C0170,161477
2024-08,C0171,134257
2024-08,C0172,166845
2024-08,C0173,106363
2024-08,C0174,146742
2024-08,C0175,93
2024-08,C0176,42
2024-08,C0177,89
2024-08,C0178,75
2024-08,C0179,68
2024-08,C0180,308
2024-08,C0181,377
2024-08,C0182,601
2024-08,C0183,351
2024-08,C0184,541
2024-08,C0185,455
2024-08,C0186,412
2024-08,C0187,318
2024-08,C0188,415
2024-08,C0189,680
2024-08,C0190,511
2024-08,C0191,278
2024-08,C0192,450
2024-08,C0193,123271
2024-08,C0194,118558
2024-08,C0195,58877
2024-08,C0196,120826
2024-08,C0197,50498
2024-08,C0198,151980
2024-08,C0199,63292
2024-08,C0200,139542
2024-08,C0201,114915
2024-08,C0202,56310
2024-08,C0203,71506
2024-08,C0204,127247
2024-08,C0205,135617
2024-08,C0206,101166
2024-08,C0207,76148
2024-08,C0208,88649
2024-08,C0209,102831
2024-08,C0210,63619
2024-08,C0211,135886
2024-08,C0212,53901
2024-08,C0213,118113
2024-08,C0214,83357
2024-08,C0215,45511
2024-08,C0216,83554
2024-08,C0217,145988
2024-08,C0218,110181
2024-08,C0219,81383
2024-08,C0220,68167
2024-08,C0221,103515
2024-08,C0222,68010
2024-08,C0223,2018
2024-08,C0224,1011
2024-08,C0225,1379
2024-08,C0226,1578
2024-08,C0227,1280
2024-08,C0228,720
2024-08,C0229,1054
2024-08,C0230,1033
2024-08,C0231,1946
2024-08,C0232,1444
2024-08,C0233,1466
2024-08,C0234,2415
2024-08,C0235,1622
2024-08,C0236,848
2024-08,C0237,2299
2024-08,C0238,2450
2024-08,C0239,1279
2024-08,C0240,1505
2024-09,C0001,308
2024-09,C0002,252
2024-09,C0003,472
2024-09,C0004,284
2024-09,C0005,346
2024-09,C0006,213
2024-09,C0007,353
2024-09,C0008,146
2024-09,C0009,244
2024-09,C0010,162
2024-09,C0011,433
2024-09,C0012,293
2024-09,C0013,448
2024-09,C0014,17017
2024-09,C0015,16573
2024-09,C0016,33037
2024-09,C0017,30040
2024-09,C0018,23962
2024-09,C0019,25997
2024-09,C0020,28250
2024-09,C0021,15065
2024-09,C0022,12940
2024-09,C0023,20968
2024-09,C0024,18977
2024-09,C0025,6708
2024-09,C0026,20342
2024-09,C0027,16277
2024-09,C0028,11206
2024-09,C0029,15454
2024-09,C0030,24519
2024-09,C0031,24830
2024-09,C0032,30407
2024-09,C0033,20385
2024-09,C0034,28007
2024-09,C0035,29509
2024-09,C0036,22434
2024-09,C0037,20802
2024-09,C0038,37134
2024-09,C0039,21155
2024-09,C0040,23622
2024-09,C0041,22327
2024-09,C0042,18587
2024-09,C0043,33977
2024-09,C0044,47759
2024-09,C0045,53555
2024-09,C0046,54512
2024-09,C0047,31041
2024-09,C0048,72382
2024-09,C0049,46372
2024-09,C0050,39831
2024-09,C0051,93440
2024-09,C0052,79222
2024-09,C0053,72287
2024-09,C0054,87886
2024-09,C0055,80632
2024-09,C0056,29383
2024-09,C0057,91481
2024-09,C0058,56008
2024-09,C0059,24958
2024-09,C0060,72428
2024-09,C0061,46497
2024-09,C0062,75632
2024-09,C0063,60217
2024-09,C0064,86194
2024-09,C0065,61790
2024-09,C0066,40966
2024-09,C0067,86290
2024-09,C0068,61155
2024-09,C0069,44729
2024-09,C0070,49302
2024-09,C0071,36105
2024-09,C0072,67860
2024-09,C0073,29767
2024-09,C0074,53186
2024-09,C0075,70146
2024-09,C0076,87296
2024-09,C0077,19590
2024-09,C0078,34554
2024-09,C0079,59278
2024-09,C0080,42236
2024-09,C0081,27665
2024-09,C0082,78623
2024-09,C0083,34083
2024-09,C0084,44308
2024-09,C0085,57352
2024-09,C0086,26225
2024-09,C0087,27684
2024-09,C0088,30115
2024-09,C0089,44083
2024-09,C0090,72363
2024-09,C0091,44094
2024-09,C0092,12645
2024-09,C0093,8902
2024-09,C0094,15823
2024-09,C0095,16639
2024-09,C0096,14145
2024-09,C0097,11197
2024-09,C0098,18405
2024-09,C0099,23318
2024-09,C0100,13455
2024-09,C0101,17926
2024-09,C0102,21856
2024-09,C0103,16321
2024-09,C0104,10553
2024-09,C0105,22695
2024-09,C0106,10165
2024-09,C0107,14666
2024-09,C0108,13980
2024-09,C0109,9696
2024-09,C0110,7007
2024-09,C0111,23995
2024-09,C0112,9737
2024-09,C0113,21088
2024-09,C0114,14982
2024-09,C0115,13159
2024-09,C0116,9383
2024-09,C0117,20832
2024-09,C0118,27426
2024-09,C0119,11154
2024-09,C0120,16495
2024-09,C0121,9856
2024-09,C0122,9953
2024-09,C0123,18153
2024-09,C0124,13012
2024-09,C0125,10355
2024-09,C0126,17639
2024-09,C0127,14412
2024-09,C0128,12302
2024-09,C0129,15065
2024-09,C0130,14117
2024-09,C0131,10041
2024-09,C0132,8163
2024-09,C0133,14827
2024-09,C0134,8168
2024-09,C0135,8937
2024-09,C0136,13747
2024-09,C0137,13123
2024-09,C0138,14808
2024-09,C0139,13197
2024-09,C0140,12955
2024-09,C0141,10840
2024-09,C0142,9170
2024-09,C0143,13117
2024-09,C0144,12251
2024-09,C0145,10422
2024-09,C0146,15467
2024-09,C0147,14334
2024-09,C0148,8216
2024-09,C0149,6459
2024-09,C0150,121102
2024-09,C0151,117910
2024-09,C0152,126150
2024-09,C0153,118484
2024-09,C0154,107650
2024-09,C0155,110539
2024-09,C0156,185418
2024-09,C0157,144137
2024-09,C0158,174550
2024-09,C0159,207343
2024-09,C0160,123109
2024-09,C0161,84157
2024-09,C0162,138683
2024-09,C0163,108754
2024-09,C0164,87170
2024-09,C0165,107458
2024-09,C0166,124692
2024-09,C0167,76059
2024-09,C0168,130248
2024-09,C0169,76725
2024-09,C0170,93427
2024-09,C0171,107186
2024-09,C0172,143353
2024-09,C0173,137164
2024-09,C0174,85014
2024-09,C0175,65
2024-09,C0176,88
2024-09,C0177,56
2024-09,C0178,50
2024-09,C0179,39
2024-09,C0180,341
2024-09,C0181,309
2024-09,C0182,650
2024-09,C0183,181
2024-09,C0184,598
2024-09,C0185,408
2024-09,C0186,339
2024-09,C0187,487
2024-09,C0188,329
2024-09,C0189,639
2024-09,C0190,460
2024-09,C0191,443
2024-09,C0192,211
2024-09,C0193,144099
2024-09,C0194,102723
2024-09,C0195,42026
2024-09,C0196,96565
2024-09,C0197,33303
2024-09,C0198,131222
2024-09,C0199,59362
2024-09,C0200,79003
2024-09,C0201,98185
2024-09,C0202,51053
2024-09,C0203,69632
2024-09,C0204,116105
2024-09,C0205,60141
2024-09,C0206,80762
2024-09,C0207,128408
2024-09,C0208,92401
2024-09,C0209,120992
2024-09,C0210,54943
2024-09,C0211,96281
2024-09,C0212,90205
2024-09,C0213,120194
2024-09,C0214,73904
2024-09,C0215,75148
2024-09,C0216,75522
2024-09,C0217,107023
2024-09,C0218,132185
2024-09,C0219,86049
2024-09,C0220,106954
2024-09,C0221,73471
2024-09,C0222,98056
2024-09,C0223,1662
2024-09,C0224,552
2024-09,C0225,2199
2024-09,C0226,1155
2024-09,C0227,890
2024-09,C0228,1035
2024-09,C0229,713
2024-09,C0230,1641
2024-09,C0231,2254
2024-09,C0232,1533
2024-09,C0233,1052
2024-09,C0234,2417
2024-09,C0235,1009
2024-09,C0236,673
2024-09,C0237,1664
2024-09,C0238,1658
2024-09,C0239,1581
2024-09,C0240,1871
2024-10,C0001,277
2024-10,C0002,342
2024-10,C0003,315
2024-10,C0004,180
2024-10,C0005,220
2024-10,C0006,131
2024-10,C0007,467
2024-10,C0008,194
2024-10,C0009,360
2024-10,C0010,127
2024-10,C0011,302
2024-10,C0012,361
2024-10,C0013,350
2024-10,C0014,15346
2024-10,C0015,24134
2024-10,C0016,17205
2024-10,C0017,18866
2024-10,C0018,17329
2024-10,C0019,33560
2024-10,C0020,28511
2024-10,C0021,18594
2024-10,C0022,12801
2024-10,C0023,23040
2024-10,C0024,18142
2024-10,C0025,10695
2024-10,C0026,13989
2024-10,C0027,13272
2024-10,C0028,18699
2024-10,C0029,8922
2024-10,C0030,31221
2024-10,C0031,30426
2024-10,C0032,19930
2024-10,C0033,26592
2024-10,C0034,27476
2024-10,C0035,27081
2024-10,C0036,27175
2024-10,C0037,30743
2024-10,C0038,28194
2024-10,C0039,23253
2024-10,C0040,19043
2024-10,C0041,32105
2024-10,C0042,17931
2024-10,C0043,38273
2024-10,C0044,34193
2024-10,C0045,60267
2024-10,C0046,44841
2024-10,C0047,31602
2024-10,C0048,80362
2024-10,C0049,71768
2024-10,C0050,38604
2024-10,C0051,73851
2024-10,C0052,69774
2024-10,C0053,106345
2024-10,C0054,82124
2024-10,C0055,72421
2024-10,C0056,30800
2024-10,C0057,59437
2024-10,C0058,96594
2024-10,C0059,31840
2024-10,C0060,68742
2024-10,C0061,45121
2024-10,C0062,96747
2024-10,C0063,80303
2024-10,C0064,55615
2024-10,C0065,58828
2024-10,C0066,73849
2024-10,C0067,90687
2024-10,C0068,72046
2024-10,C0069,52695
2024-10,C0070,33783
2024-10,C0071,60967
2024-10,C0072,59644
2024-10,C0073,40815
2024-10,C0074,47307
2024-10,C0075,69413
2024-10,C0076,78555
2024-10,C0077,16888
2024-10,C0078,33311
2024-10,C0079,45023
2024-10,C0080,30392
2024-10,C0081,35687
2024-10,C0082,63805
2024-10,C0083,43852
2024-10,C0084,56407
2024-10,C0085,78536
2024-10,C0086,33817
2024-10,C0087,31645
2024-10,C0088,43886
2024-10,C0089,35542
2024-10,C0090,71314
2024-10,C0091,70555
2024-10,C0092,10386
2024-10,C0093,16517
2024-10,C0094,23633
2024-10,C0095,26838
2024-10,C0096,23026
2024-10,C0097,15224
2024-10,C0098,24538
2024-10,C0099,16684
2024-10,C0100,19904
2024-10,C0101,10820
2024-10,C0102,21107
2024-10,C0103,10809
2024-10,C0104,11540
2024-10,C0105,22787
2024-10,C0106,11260
2024-10,C0107,12097
2024-10,C0108,23333
2024-10,C0109,20119
2024-10,C0110,8874
2024-10,C0111,31740
2024-10,C0112,17634
2024-10,C0113,14248
2024-10,C0114,19491
2024-10,C0115,14514
2024-10,C0116,12001
2024-10,C0117,14766
2024-10,C0118,17310
2024-10,C0119,7876
2024-10,C0120,8329
2024-10,C0121,11324
2024-10,C0122,11789
2024-10,C0123,14760
2024-10,C0124,13439
2024-10,C0125,18143
2024-10,C0126,14034
2024-10,C0127,18361
2024-10,C0128,16884
2024-10,C0129,10435
2024-10,C0130,12635
2024-10,C0131,4637
2024-10,C0132,6452
2024-10,C0133,16794
2024-10,C0134,13858
2024-10,C0135,10461
2024-10,C0136,9588
2024-10,C0137,25121
2024-10,C0138,17496
2024-10,C0139,11336
2024-10,C0140,12652
2024-10,C0141,12224
2024-10,C0142,9332
2024-10,C0143,7241
2024-10,C0144,6187
2024-10,C0145,14918
2024-10,C0146,14853
2024-10,C0147,14681
2024-10,C0148,13293
2024-10,C0149,6097
2024-10,C0150,132972
2024-10,C0151,97232
2024-10,C0152,153007
2024-10,C0153,147612
2024-10,C0154,129465
2024-10,C0155,76139
2024-10,C0156,224765
2024-10,C0157,190901
2024-10,C0158,114833
2024-10,C0159,257639
2024-10,C0160,70769
2024-10,C0161,116346
2024-10,C0162,120337
2024-10,C0163,143077
2024-10,C0164,102906
2024-10,C0165,78079
2024-10,C0166,101444
2024-10,C0167,66145
2024-10,C0168,105159
2024-10,C0169,54592
2024-10,C0170,163043
2024-10,C0171,76965
2024-10,C0172,138674
2024-10,C0173,86415
2024-10,C0174,136688
2024-10,C0175,75
2024-10,C0176,86
2024-10,C0177,48
2024-10,C0178,102
2024-10,C0179,79
2024-10,C0180,370
2024-10,C0181,518
2024-10,C0182,303
2024-10,C0183,334
2024-10,C0184,317
2024-10,C0185,273
2024-10,C0186,232
2024-10,C0187,618
2024-10,C0188,386
2024-10,C0189,617
2024-10,C0190,353
2024-10,C0191,254
2024-10,C0192,298
2024-10,C0193,112702
2024-10,C0194,88236
2024-10,C0195,39550
2024-10,C0196,83494
2024-10,C0197,55972
2024-10,C0198,132146
2024-10,C0199,39528
2024-10,C0200,73677
2024-10,C0201,103521
2024-10,C0202,69728
2024-10,C0203,89939
2024-10,C0204,126100
2024-10,C0205,90220
2024-10,C0206,56840
2024-10,C0207,88924
2024-10,C0208,94425
2024-10,C0209,98101
2024-10,C0210,65914
2024-10,C0211,143979
2024-10,C0212,38202
2024-10,C0213,139664
2024-10,C0214,76810
2024-10,C0215,70904
2024-10,C0216,61831
2024-10,C0217,132712
2024-10,C0218,79499
2024-10,C0219,86276
2024-10,C0220,66914
2024-10,C0221,57909
2024-10,C0222,96157
2024-10,C0223,1250
2024-10,C0224,1232
2024-10,C0225,2081
2024-10,C0226,1597
2024-10,C0227,1759
2024-10,C0228,1431
2024-10,C0229,799
2024-10,C0230,942
2024-10,C0231,2520
2024-10,C0232,2348
2024-10,C0233,2010
2024-10,C0234,2011
2024-10,C0235,1997
2024-10,C0236,530
2024-10,C0237,2260
2024-10,C0238,1929
2024-10,C0239,1247
2024-10,C0240,1671
2024-11,C0001,378
2024-11,C0002,228
2024-11,C0003,426
2024-11,C0004,268
2024-11,C0005,285
2024-11,C0006,272
2024-11,C0007,187
2024-11,C0008,356
2024-11,C0009,380
2024-11,C0010,199
2024-11,C0011,350
2024-11,C0012,376
2024-11,C0013,296
2024-11,C0014,17867
2024-11,C0015,24819
2024-11,C0016,15879
2024-11,C0017,17747
2024-11,C0018,22638
2024-11,C0019,24338
2024-11,C0020,18176
2024-11,C0021,19475
2024-11,C0022,8184
2024-11,C0023,26453
2024-11,C0024,21996
2024-11,C0025,6813
2024-11,C0026,21695
2024-11,C0027,17118
2024-11,C0028,17447
2024-11,C0029,10052
2024-11,C0030,18612
2024-11,C0031,33323
2024-11,C0032,16237
2024-11,C0033,19680
2024-11,C0034,21638
2024-11,C0035,35876
2024-11,C0036,21602
2024-11,C0037,19477
2024-11,C0038,21056
2024-11,C0039,14833
2024-11,C0040,23171
2024-11,C0041,24752
2024-11,C0042,34449
2024-11,C0043,25347
2024-11,C0044,48130
2024-11,C0045,72964
2024-11,C0046,35148
2024-11,C0047,33645
2024-11,C0048,97646
2024-11,C0049,74308
2024-11,C0050,31424
2024-11,C0051,131291
2024-11,C0052,72778
2024-11,C0053,52718
2024-11,C0054,66150
2024-11,C0055,80457
2024-11,C0056,37986
2024-11,C0057,70345
2024-11,C0058,67976
2024-11,C0059,22555
2024-11,C0060,78374
2024-11,C0061,69480
2024-11,C0062,56932
2024-11,C0063,78924
2024-11,C0064,53100
2024-11,C0065,64456
2024-11,C0066,48772
2024-11,C0067,63782
2024-11,C0068,63556
2024-11,C0069,40382
2024-11,C0070,37324
2024-11,C0071,63473
2024-11,C0072,34954
2024-11,C0073,35392
2024-11,C0074,62857
2024-11,C0075,61355
2024-11,C0076,55595
2024-11,C0077,30644
2024-11,C0078,39252
2024-11,C0079,39453
2024-11,C0080,47570
2024-11,C0081,37795
2024-11,C0082,58612
2024-11,C0083,36498
2024-11,C0084,61003
2024-11,C0085,49807
2024-11,C0086,31093
2024-11,C0087,36364
2024-11,C0088,28260
2024-11,C0089,29867
2024-11,C0090,84569
2024-11,C0091,69858
2024-11,C0092,9723
2024-11,C0093,11761
2024-11,C0094,23374
2024-11,C0095,21483
2024-11,C0096,17975
2024-11,C0097,16516
2024-11,C0098,14240
2024-11,C0099,20335
2024-11,C0100,21077
2024-11,C0101,13115
2024-11,C0102,15673
2024-11,C0103,19036
2024-11,C0104,23654
2024-11,C0105,12334
2024-11,C0106,13116
2024-11,C0107,19492
2024-11,C0108,17888
2024-11,C0109,24674
2024-11,C0110,9774
2024-11,C0111,29979
2024-11,C0112,16323
2024-11,C0113,29967
2024-11,C0114,13799
2024-11,C0115,15069
2024-11,C0116,9511
2024-11,C0117,26098
2024-11,C0118,17557
2024-11,C0119,12669
2024-11,C0120,11750
2024-11,C0121,18125
2024-11,C0122,10581
2024-11,C0123,9040
2024-11,C0124,13418
2024-11,C0125,12958
2024-11,C0126,18005
2024-11,C0127,9511
2024-11,C0128,22079
2024-11,C0129,12743
2024-11,C0130,20415
2024-11,C0131,3767
2024-11,C0132,9030
2024-11,C0133,16423
2024-11,C0134,12515
2024-11,C0135,20807
2024-11,C0136,10943
2024-11,C0137,20554
2024-11,C0138,14592
2024-11,C0139,18664
2024-11,C0140,13472
2024-11,C0141,10186
2024-11,C0142,12033
2024-11,C0143,13809
2024-11,C0144,6839
2024-11,C0145,12843
2024-11,C0146,13386
2024-11,C0147,14670
2024-11,C0148,9995
2024-11,C0149,4984
2024-11,C0150,96238
2024-11,C0151,133672
2024-11,C0152,147718
2024-11,C0153,144604
2024-11,C0154,90087
2024-11,C0155,65668
2024-11,C0156,171274
2024-11,C0157,80613
2024-11,C0158,193862
2024-11,C0159,213684
2024-11,C0160,72006
2024-11,C0161,88699
2024-11,C0162,169127
2024-11,C0163,148609
2024-11,C0164,99031
2024-11,C0165,90372
2024-11,C0166,165306
2024-11,C0167,56829
2024-11,C0168,99904
2024-11,C0169,74541
2024-11,C0170,117393
2024-11,C0171,74262
2024-11,C0172,122661
2024-11,C0173,127327
2024-11,C0174,172795
2024-11,C0175,54
2024-11,C0176,48
2024-11,C0177,54
2024-11,C0178,74
2024-11,C0179,64
2024-11,C0180,743
2024-11,C0181,535
2024-11,C0182,659
2024-11,C0183,334
2024-11,C0184,415
2024-11,C0185,377
2024-11,C0186,214
2024-11,C0187,340
2024-11,C0188,387
2024-11,C0189,630
2024-11,C0190,281
2024-11,C0191,369
2024-11,C0192,370
2024-11,C0193,85545
2024-11,C0194,63011
2024-11,C0195,54100
2024-11,C0196,79057
2024-11,C0197,56977
2024-11,C0198,116627
