month,component_id,actual_units,actual_issued
2024-03,C0045,54910,43585
2024-04,C0045,55315,43322
2024-05,C0045,60949,44503
2024-06,C0045,60234,45443
2024-07,C0045,58386,45608
2024-08,C0045,58807,46519
2024-09,C0045,55031,42990
2024-10,C0045,57423,44959
2024-11,C0045,55377,43195
2024-12,C0045,59633,45659
2025-01,C0045,59444,46413
2025-02,C0045,55441,42630
2025-03,C0045,58677,46137
2025-04,C0045,58577,45976
2025-05,C0045,58358,44464
2025-06,C0045,59224,46217
2025-07,C0045,59826,44818
2025-08,C0045,59758,47098
2025-09,C0045,55156,42420
2025-10,C0045,60259,45502
2025-11,C0045,17534,13866
2024-02,C0046,16044,15064
2024-03,C0046,57107,46167
2024-04,C0046,59312,45457
2024-05,C0046,54146,42327
2024-06,C0046,51647,39212
2024-07,C0046,54055,42334
2024-08,C0046,52539,41191
2024-09,C0046,51435,40365
2024-10,C0046,53418,40469
2024-11,C0046,51889,40353
2024-12,C0046,51172,46224
2025-01,C0046,45677,41645
2025-02,C0046,41992,39428
2025-03,C0046,44776,40657
2025-04,C0046,43658,39335
2025-05,C0046,49249,45284
2025-06,C0046,43522,39738
2025-07,C0046,45881,41834
2025-08,C0046,44142,41181
2025-09,C0046,44262,41792
2025-10,C0046,45607,43313
2025-11,C0046,15048,12733
2024-02,C0047,11840,11085
2024-03,C0047,40618,31435
2024-04,C0047,37958,29588
2024-05,C0047,40099,30380
2024-06,C0047,36631,28844
2024-07,C0047,38162,30092
2024-08,C0047,35067,31606
2024-09,C0047,33602,30926
2024-10,C0047,31503,30105
2024-11,C0047,31066,29273
2024-12,C0047,34886,31703
2025-01,C0047,32208,29971
2025-02,C0047,28863,26919
2025-03,C0047,34512,31567
2025-04,C0047,31803,29288
2025-05,C0047,35742,33048
2025-06,C0047,31040,29858
2025-07,C0047,36865,33467
2025-08,C0047,32972,30392
2025-09,C0047,30459,28643
2025-10,C0047,36984,30535
2025-11,C0047,11260,8782
2024-02,C0048,19428,18387
2024-03,C0048,65497,53615
2024-04,C0048,66646,52592
2024-05,C0048,70615,55271
2024-06,C0048,71679,54050
2024-07,C0048,70439,54323
2024-08,C0048,70722,54697
2024-09,C0048,68076,52948
2024-10,C0048,76296,59521
2024-11,C0048,72522,54088
2024-12,C0048,84426,59432
2025-01,C0048,72641,56233
2025-02,C0048,64897,51164
2025-03,C0048,75877,56322
2025-04,C0048,68633,53375
2025-05,C0048,69774,54412
2025-06,C0048,72623,54733
2025-07,C0048,70008,55064
2025-08,C0048,73725,58015
2025-09,C0048,71539,53772
2025-10,C0048,71222,55475
2025-11,C0048,21502,17080
2024-02,C0049,24084,22356
2024-03,C0049,76851,61419
2024-04,C0049,74380,58045
2024-05,C0049,84106,63699
2024-06,C0049,78868,60110
2024-07,C0049,79629,59655
2024-08,C0049,82862,63627
2024-09,C0049,74296,58217
2024-10,C0049,86714,64403
2024-11,C0049,80341,61628
2024-12,C0049,75864,59470
2025-01,C0049,77236,60637
2025-02,C0049,73503,57038
2025-03,C0049,83065,64178
2025-04,C0049,73737,57383
2025-05,C0049,81424,63984
2025-06,C0049,79887,61184
2025-07,C0049,79501,59661
2025-08,C0049,74320,58620
2025-09,C0049,80521,61601
2025-10,C0049,78420,60258
2025-11,C0049,22497,17448
2024-02,C0050,18697,17754
2024-03,C0050,54696,42530
2024-04,C0050,50402,41652
2024-05,C0050,57400,46165
2024-06,C0050,54056,42099
2024-07,C0050,57944,45513
2024-08,C0050,54709,42741
2024-09,C0050,56791,42457
2024-10,C0050,59343,46609
2024-11,C0050,51416,45381
2024-12,C0050,58321,46050
2025-01,C0050,55081,43965
2025-02,C0050,43526,39884
2025-03,C0050,50448,46564
2025-04,C0050,48363,40778
2025-05,C0050,57540,42631
2025-06,C0050,60248,46104
2025-07,C0050,55280,43693
2025-08,C0050,56915,44181
2025-09,C0050,49642,41398
2025-10,C0050,63141,49392
2025-11,C0050,16237,12352
2024-02,C0051,27451,25636
2024-03,C0051,90804,73858
2024-04,C0051,86146,67344
2024-05,C0051,91364,71572
2024-06,C0051,88753,69813
2024-07,C0051,91826,71904
2024-08,C0051,102486,76211
2024-09,C0051,88045,68865
2024-10,C0051,87438,68413
2024-11,C0051,96301,71804
2024-12,C0051,94543,72296
2025-01,C0051,94107,73306
2025-02,C0051,83904,64702
2025-03,C0051,93556,74488
2025-04,C0051,88625,69905
2025-05,C0051,109973,81073
2025-06,C0051,94564,72625
2025-07,C0051,92883,71636
2025-08,C0051,92030,71580
2025-09,C0051,92130,70965
2025-10,C0051,97870,76387
2025-11,C0051,27020,20824
2024-02,C0052,24434,22660
2024-03,C0052,82329,66437
2024-04,C0052,84023,61992
2024-05,C0052,88434,67524
2024-06,C0052,79930,61807
2024-07,C0052,84178,63848
2024-08,C0052,85805,64790
2024-09,C0052,80879,62927
2024-10,C0052,83778,65472
2024-11,C0052,82169,63778
2024-12,C0052,85416,65924
2025-01,C0052,88831,67617
2025-02,C0052,76100,59926
2025-03,C0052,82564,62279
2025-04,C0052,80537,62980
2025-05,C0052,82417,64243
2025-06,C0052,82224,63254
2025-07,C0052,81181,63034
2025-08,C0052,84698,65048
2025-09,C0052,82106,63004
2025-10,C0052,87355,67038
2025-11,C0052,22931,18142
2024-02,C0053,27560,26078
2024-03,C0053,84620,66301
2024-04,C0053,80625,62986
2024-05,C0053,81722,63528
2024-06,C0053,78229,59644
2024-07,C0053,81113,62654
2024-08,C0053,79557,61921
2024-09,C0053,79412,62027
2024-10,C0053,80907,61256
2024-11,C0053,81777,61643
2024-12,C0053,77499,60068
2025-01,C0053,81166,63009
2025-02,C0053,80399,62456
2025-03,C0053,79253,61884
2025-04,C0053,81963,59649
2025-05,C0053,80598,62370
2025-06,C0053,81643,60391
2025-07,C0053,77406,60232
2025-08,C0053,79282,61035
2025-09,C0053,80005,62752
2025-10,C0053,79368,61722
2025-11,C0053,27127,19876
2024-02,C0054,20856,19496
2024-03,C0054,68756,57499
2024-04,C0054,70959,58661
2024-05,C0054,78022,59748
2024-06,C0054,74062,57123
2024-07,C0054,75501,59065
2024-08,C0054,78118,59598
2024-09,C0054,71947,56070
2024-10,C0054,77073,60167
2024-11,C0054,75419,57766
2024-12,C0054,78411,58331
2025-01,C0054,71981,55849
2025-02,C0054,75699,57795
2025-03,C0054,79541,61331
2025-04,C0054,74844,58455
2025-05,C0054,79767,62541
2025-06,C0054,81350,63164
2025-07,C0054,84302,65222
2025-08,C0054,78837,60143
2025-09,C0054,71177,56006
2025-10,C0054,75737,58204
2025-11,C0054,22693,16752
2024-02,C0055,25758,22024
2024-03,C0055,85335,66843
2024-04,C0055,79957,62766
2024-05,C0055,95414,74417
2024-06,C0055,86094,65937
2024-07,C0055,84291,64808
2024-08,C0055,87655,68201
2024-09,C0055,85704,65106
2024-10,C0055,90464,67296
2024-11,C0055,87381,67739
2024-12,C0055,84643,66835
2025-01,C0055,88777,69270
2025-02,C0055,79954,62683
2025-03,C0055,83383,64159
2025-04,C0055,80675,62949
2025-05,C0055,90938,69727
2025-06,C0055,86116,65597
2025-07,C0055,85000,65897
2025-08,C0055,86319,67811
2025-09,C0055,86886,64520
2025-10,C0055,91438,68900
2025-11,C0055,25649,19724
2024-02,C0056,14205,13361
2024-03,C0056,43618,34877
2024-04,C0056,45759,35797
2024-05,C0056,45457,35646
2024-06,C0056,43483,34044
2024-07,C0056,47465,35611
2024-08,C0056,46043,35716
2024-09,C0056,45616,35313
2024-10,C0056,45850,35772
2024-11,C0056,47447,35619
2024-12,C0056,46254,35360
2025-01,C0056,50043,37778
2025-02,C0056,40447,31732
2025-03,C0056,49513,37557
2025-04,C0056,47852,37075
2025-05,C0056,46196,35421
2025-06,C0056,44568,35086
2025-07,C0056,50068,38140
2025-08,C0056,44907,35064
2025-09,C0056,43663,32897
2025-10,C0056,47729,37229
2025-11,C0056,13722,10789
2024-02,C0057,23288,21918
2024-03,C0057,77233,62037
2024-04,C0057,79196,59929
2024-05,C0057,86535,67052
2024-06,C0057,75609,57641
2024-07,C0057,85167,64387
2024-08,C0057,80640,60249
2024-09,C0057,75919,58934
2024-10,C0057,83382,63324
2024-11,C0057,78584,61673
2024-12,C0057,86404,66974
2025-01,C0057,82167,64096
2025-02,C0057,68772,53577
2025-03,C0057,84051,64845
2025-04,C0057,79168,60323
2025-05,C0057,83959,63115
2025-06,C0057,77043,60441
2025-07,C0057,80826,63281
2025-08,C0057,79966,62417
2025-09,C0057,75135,59027
2025-10,C0057,79708,62375
2025-11,C0057,22933,17468
2024-02,C0058,23864,20780
2024-03,C0058,78004,63885
2024-04,C0058,82474,62363
2024-05,C0058,80905,61716
2024-06,C0058,76046,59534
2024-07,C0058,85110,66597
2024-08,C0058,83201,65690
2024-09,C0058,74887,59045
2024-10,C0058,82411,62931
2024-11,C0058,75281,58533
2024-12,C0058,80674,62596
2025-01,C0058,81372,61807
2025-02,C0058,71923,56758
2025-03,C0058,79134,60617
2025-04,C0058,83182,62273
2025-05,C0058,83213,63112
2025-06,C0058,78159,60681
2025-07,C0058,89111,66196
2025-08,C0058,76058,59693
2025-09,C0058,76533,60093
2025-10,C0058,77510,60913
2025-11,C0058,22896,18054
2024-02,C0059,10917,10357
2024-03,C0059,36281,29927
2024-04,C0059,34454,30651
2024-05,C0059,33895,31753
2024-06,C0059,35302,31403
2024-07,C0059,33988,31605
2024-08,C0059,32317,29259
2024-09,C0059,31906,28556
2024-10,C0059,31622,30141
2024-11,C0059,30219,28788
2024-12,C0059,32340,30226
2025-01,C0059,32063,29201
2025-02,C0059,31285,29980
2025-03,C0059,32103,29663
2025-04,C0059,29632,27317
2025-05,C0059,31799,30338
2025-06,C0059,29814,27707
2025-07,C0059,34129,30258
2025-08,C0059,33604,30468
2025-09,C0059,31735,29568
2025-10,C0059,30514,29033
2025-11,C0059,9053,8610
2024-02,C0060,22451,21240
2024-03,C0060,76541,61850
2024-04,C0060,74699,58484
2024-05,C0060,73303,57924
2024-06,C0060,76103,57044
2024-07,C0060,80489,62712
2024-08,C0060,81239,63926
2024-09,C0060,71706,56002
2024-10,C0060,75421,58091
2024-11,C0060,78086,60576
2024-12,C0060,79152,60119
2025-01,C0060,75582,58561
2025-02,C0060,68669,51385
2025-03,C0060,73412,57806
2025-04,C0060,77728,60833
2025-05,C0060,74515,57996
2025-06,C0060,72922,55153
2025-07,C0060,74423,57471
2025-08,C0060,75018,58057
2025-09,C0060,71316,55763
2025-10,C0060,75141,58560
2025-11,C0060,26838,21090
2024-02,C0061,19291,17442
2024-03,C0061,66235,51918
2024-04,C0061,64044,48674
2024-05,C0061,66269,51756
2024-06,C0061,63121,49253
2024-07,C0061,63810,49093
2024-08,C0061,68764,52473
2024-09,C0061,63384,48844
2024-10,C0061,68554,53769
2024-11,C0061,66972,49672
2024-12,C0061,64422,49793
2025-01,C0061,69916,53294
2025-02,C0061,60330,47057
2025-03,C0061,67188,50950
2025-04,C0061,62165,48273
2025-05,C0061,64669,50480
2025-06,C0061,62313,48902
2025-07,C0061,66050,51039
2025-08,C0061,62659,49242
2025-09,C0061,58915,46623
2025-10,C0061,70721,54915
2025-11,C0061,19384,14762
2024-02,C0062,23922,22576
2024-03,C0062,81234,63602
2024-04,C0062,76080,60698
2024-05,C0062,83259,63296
2024-06,C0062,82980,62813
2024-07,C0062,87498,67143
2024-08,C0062,82217,62999
2024-09,C0062,82264,63647
2024-10,C0062,91425,71520
2024-11,C0062,78641,60723
2024-12,C0062,80070,63065
2025-01,C0062,83823,65191
2025-02,C0062,73657,57909
2025-03,C0062,84581,66551
2025-04,C0062,87849,68547
2025-05,C0062,83828,62763
2025-06,C0062,80980,63087
2025-07,C0062,84377,63050
2025-08,C0062,85331,66744
2025-09,C0062,83507,65397
2025-10,C0062,80756,63566
2025-11,C0062,22049,17150
2024-02,C0063,17920,16785
2024-03,C0063,59372,48323
2024-04,C0063,60719,47483
2024-05,C0063,63866,48262
2024-06,C0063,58944,45458
2024-07,C0063,61783,47997
2024-08,C0063,64035,49479
2024-09,C0063,61566,47053
2024-10,C0063,64860,49452
2024-11,C0063,58136,45110
2024-12,C0063,61697,47037
2025-01,C0063,64101,49999
2025-02,C0063,57534,45123
2025-03,C0063,66127,51649
2025-04,C0063,58910,46061
2025-05,C0063,61817,46747
2025-06,C0063,60086,45196
2025-07,C0063,61354,47449
2025-08,C0063,64058,48349
2025-09,C0063,60751,46365
2025-10,C0063,69347,52048
2025-11,C0063,18044,13819
2024-02,C0064,20651,19471
2024-03,C0064,64959,51933
2024-04,C0064,68828,54381
2024-05,C0064,68436,53336
2024-06,C0064,71278,55211
2024-07,C0064,63493,50607
2024-08,C0064,74176,56442
2024-09,C0064,64056,50750
2024-10,C0064,66963,52601
2024-11,C0064,69371,54634
2024-12,C0064,68251,52843
2025-01,C0064,75361,57684
2025-02,C0064,61576,48367
2025-03,C0064,69186,53680
2025-04,C0064,72433,56004
2025-05,C0064,74044,56949
2025-06,C0064,62881,48884
2025-07,C0064,71403,54204
2025-08,C0064,69215,52240
2025-09,C0064,71615,55897
2025-10,C0064,68462,53055
2025-11,C0064,20482,16030
2024-02,C0065,24190,22734
2024-03,C0065,74948,58674
2024-04,C0065,73358,57548
2024-05,C0065,72585,56511
2024-06,C0065,74636,58342
2024-07,C0065,74072,56931
2024-08,C0065,73214,57046
2024-09,C0065,75584,58536
2024-10,C0065,76485,57675
2024-11,C0065,75316,58780
2024-12,C0065,73980,57128
2025-01,C0065,78866,59513
2025-02,C0065,68431,54114
2025-03,C0065,77503,60836
2025-04,C0065,70667,55206
2025-05,C0065,73956,57932
2025-06,C0065,72982,56447
2025-07,C0065,76242,58588
2025-08,C0065,81364,63306
2025-09,C0065,71518,56069
2025-10,C0065,79731,59917
2025-11,C0065,27486,19818
2024-02,C0066,15793,14942
2024-03,C0066,54530,42456
2024-04,C0066,52328,40777
2024-05,C0066,54754,40769
2024-06,C0066,51596,39724
2024-07,C0066,57397,43726
2024-08,C0066,57080,44174
2024-09,C0066,55532,43341
2024-10,C0066,55286,43142
2024-11,C0066,48926,39492
2024-12,C0066,48918,44318
2025-01,C0066,45520,41711
2025-02,C0066,41936,39360
2025-03,C0066,42026,39643
2025-04,C0066,41732,39451
2025-05,C0066,43657,41130
2025-06,C0066,47924,43627
2025-07,C0066,45887,41878
2025-08,C0066,49768,44472
2025-09,C0066,44433,41723
2025-10,C0066,53016,42048
2025-11,C0066,15250,11849
2024-02,C0067,25136,23114
2024-03,C0067,76892,60637
2024-04,C0067,70118,60276
2024-05,C0067,70471,62139
2024-06,C0067,75904,59258
2024-07,C0067,85515,66481
2024-08,C0067,79424,60338
2024-09,C0067,81493,60664
2024-10,C0067,79080,59542
2024-11,C0067,78757,61291
2024-12,C0067,82520,63774
2025-01,C0067,83051,63913
2025-02,C0067,80410,59819
2025-03,C0067,81240,62528
2025-04,C0067,77427,59092
2025-05,C0067,82924,64403
2025-06,C0067,77221,60302
2025-07,C0067,83502,64658
2025-08,C0067,81067,62056
2025-09,C0067,75109,58848
2025-10,C0067,80284,63150
2025-11,C0067,22700,17728
2024-02,C0068,20039,18882
2024-03,C0068,67678,52685
2024-04,C0068,66814,52091
2024-05,C0068,69627,52242
2024-06,C0068,69194,54300
2024-07,C0068,66627,51725
2024-08,C0068,66167,51987
2024-09,C0068,69711,53164
2024-10,C0068,64840,51130
2024-11,C0068,70360,54528
2024-12,C0068,70217,54810
2025-01,C0068,67229,52692
2025-02,C0068,60363,46099
2025-03,C0068,65496,51070
2025-04,C0068,70213,54170
2025-05,C0068,67844,53057
2025-06,C0068,68428,51732
2025-07,C0068,69560,53068
2025-08,C0068,65066,50596
2025-09,C0068,68347,51399
2025-10,C0068,70391,51559
2025-11,C0068,19828,15651
2024-02,C0069,15739,14647
2024-03,C0069,49723,39899
2024-04,C0069,50735,38497
2024-05,C0069,59235,46134
2024-06,C0069,50366,38217
2024-07,C0069,52720,40744
2024-08,C0069,52468,41266
2024-09,C0069,51547,40398
2024-10,C0069,53153,41417
2024-11,C0069,50322,38668
2024-12,C0069,52287,40024
2025-01,C0069,58087,44401
2025-02,C0069,45756,36183
2025-03,C0069,50788,39497
2025-04,C0069,51941,40433
2025-05,C0069,54453,42785
2025-06,C0069,48538,38231
2025-07,C0069,53919,41082
2025-08,C0069,50639,39065
2025-09,C0069,49911,38217
2025-10,C0069,52207,40437
2025-11,C0069,14527,11114
2024-02,C0070,11627,11006
2024-03,C0070,40203,31790
2024-04,C0070,38177,29397
2024-05,C0070,39368,30808
2024-06,C0070,41788,31803
2024-07,C0070,41785,31364
2024-08,C0070,42270,32416
2024-09,C0070,38195,29980
2024-10,C0070,40490,31645
2024-11,C0070,38513,29914
2024-12,C0070,39530,30891
2025-01,C0070,39835,31009
2025-02,C0070,39355,30743
2025-03,C0070,39076,29777
2025-04,C0070,39006,30739
2025-05,C0070,39681,30785
2025-06,C0070,40389,31906
2025-07,C0070,44201,33871
2025-08,C0070,39847,30948
2025-09,C0070,37871,29597
2025-10,C0070,41180,31480
2025-11,C0070,11033,8662
2024-02,C0071,16239,15619
2024-03,C0071,58214,46027
2024-04,C0071,59464,46173
2024-05,C0071,59465,46667
2024-06,C0071,57150,44786
2024-07,C0071,62565,48654
2024-08,C0071,60332,46392
2024-09,C0071,56405,43824
2024-10,C0071,58400,44953
2024-11,C0071,54633,42716
2024-12,C0071,59769,46874
2025-01,C0071,55655,43139
2025-02,C0071,58712,44803
2025-03,C0071,59111,44805
2025-04,C0071,54659,42881
2025-05,C0071,58865,45304
2025-06,C0071,57026,43397
2025-07,C0071,61318,47843
2025-08,C0071,58563,45444
2025-09,C0071,56867,44282
2025-10,C0071,64857,49122
2025-11,C0071,17298,13353
2024-02,C0072,14758,13887
2024-03,C0072,49510,41105
2024-04,C0072,50762,39570
2024-05,C0072,52831,40912
2024-06,C0072,51017,39577
2024-07,C0072,55909,42999
2024-08,C0072,55172,42975
2024-09,C0072,54838,42286
2024-10,C0072,52633,40333
2024-11,C0072,51867,40793
2024-12,C0072,59237,45944
2025-01,C0072,53263,40562
2025-02,C0072,47941,37506
2025-03,C0072,55077,42605
2025-04,C0072,51154,38669
2025-05,C0072,51260,40303
2025-06,C0072,54613,42350
2025-07,C0072,52793,41445
2025-08,C0072,53693,40861
2025-09,C0072,51892,40147
2025-10,C0072,52843,41118
2025-11,C0072,16125,11835
2024-02,C0073,14305,13731
2024-03,C0073,42158,34041
2024-04,C0073,41253,32780
2024-05,C0073,46001,35487
2024-06,C0073,45560,34906
2024-07,C0073,44702,33742
2024-08,C0073,47382,35662
2024-09,C0073,43104,33268
2024-10,C0073,45260,35158
2024-11,C0073,41988,32295
2024-12,C0073,42567,33339
2025-01,C0073,42996,33699
2025-02,C0073,37392,28953
2025-03,C0073,43940,33513
2025-04,C0073,41347,31552
2025-05,C0073,48316,37494
2025-06,C0073,41557,32329
2025-07,C0073,44960,34837
2025-08,C0073,47783,35570
2025-09,C0073,44411,34231
2025-10,C0073,42891,33550
2025-11,C0073,11875,9441
2024-02,C0074,16098,14907
2024-03,C0074,51568,42197
2024-04,C0074,50426,38836
2024-05,C0074,52592,40306
2024-06,C0074,58330,44050
2024-07,C0074,52922,39987
2024-08,C0074,52547,41058
2024-09,C0074,50058,39187
2024-10,C0074,56208,42539
2024-11,C0074,53137,41185
2024-12,C0074,54591,42693
2025-01,C0074,54706,42350
2025-02,C0074,48534,38104
2025-03,C0074,54081,41370
2025-04,C0074,52089,39955
2025-05,C0074,51834,40587
2025-06,C0074,52598,41374
2025-07,C0074,54117,41639
2025-08,C0074,56910,43856
2025-09,C0074,49002,38648
2025-10,C0074,53413,41856
2025-11,C0074,14995,11663
2024-02,C0075,17140,16173
2024-03,C0075,58838,46695
2024-04,C0075,60676,46906
2024-05,C0075,59116,46101
2024-06,C0075,59027,46230
2024-07,C0075,69751,50938
2024-08,C0075,62073,48486
2024-09,C0075,57766,45232
2024-10,C0075,58231,45316
2024-11,C0075,60508,47285
2024-12,C0075,58415,45913
2025-01,C0075,58923,45028
2025-02,C0075,53883,41912
2025-03,C0075,60775,47491
2025-04,C0075,59716,44876
2025-05,C0075,61135,47992
2025-06,C0075,57531,44875
2025-07,C0075,62459,48409
2025-08,C0075,63781,50063
2025-09,C0075,58349,45391
2025-10,C0075,64375,49297
2025-11,C0075,18147,13320
2024-02,C0076,18529,17264
2024-03,C0076,62129,50529
2024-04,C0076,64830,50386
2024-05,C0076,67121,51463
2024-06,C0076,63142,48361
2024-07,C0076,68161,53017
2024-08,C0076,73037,53311
2024-09,C0076,63528,49812
2024-10,C0076,66510,51162
2024-11,C0076,67464,52362
2024-12,C0076,73616,56930
2025-01,C0076,66129,52262
2025-02,C0076,63372,48021
2025-03,C0076,64135,49923
2025-04,C0076,68340,51335
2025-05,C0076,68163,53601
2025-06,C0076,64972,50523
2025-07,C0076,64168,50271
2025-08,C0076,68483,53653
2025-09,C0076,69543,53219
2025-10,C0076,67670,52788
2025-11,C0076,19288,14955
2024-02,C0077,7750,7329
2024-03,C0077,27306,22038
2024-04,C0077,22936,20000
2024-05,C0077,23507,22005
2024-06,C0077,23471,22325
2024-07,C0077,24264,22984
2024-08,C0077,25281,23488
2024-09,C0077,22211,20963
2024-10,C0077,24864,23120
2024-11,C0077,22714,20750
2024-12,C0077,22776,21668
2025-01,C0077,22327,21272
2025-02,C0077,21610,19646
2025-03,C0077,23486,21828
2025-04,C0077,21584,20579
2025-05,C0077,24628,22524
2025-06,C0077,22394,20918
2025-07,C0077,23501,22375
2025-08,C0077,24476,22850
2025-09,C0077,23647,22311
2025-10,C0077,23260,21504
2025-11,C0077,6712,5798
2024-02,C0078,18437,15918
2024-03,C0078,53062,42625
2024-04,C0078,56877,44058
2024-05,C0078,56259,43043
2024-06,C0078,56942,44430
2024-07,C0078,62588,47610
2024-08,C0078,58357,45928
2024-09,C0078,54227,41069
2024-10,C0078,55394,41604
2024-11,C0078,56045,44141
2024-12,C0078,58034,44367
2025-01,C0078,55322,42422
2025-02,C0078,48853,38196
2025-03,C0078,56262,43854
2025-04,C0078,55171,42668
2025-05,C0078,55447,42897
2025-06,C0078,58693,45223
2025-07,C0078,52773,40971
2025-08,C0078,56105,43446
2025-09,C0078,54406,42203
2025-10,C0078,57049,43612
2025-11,C0078,15897,12378
2024-02,C0079,17744,16104
2024-03,C0079,53097,41258
2024-04,C0079,48079,36884
2024-05,C0079,51346,39510
2024-06,C0079,53085,40590
2024-07,C0079,51329,40499
2024-08,C0079,51349,39794
2024-09,C0079,46388,35996
2024-10,C0079,55122,43007
2024-11,C0079,50012,37639
2024-12,C0079,55529,42478
2025-01,C0079,58108,43994
2025-02,C0079,46210,36166
2025-03,C0079,49697,38558
2025-04,C0079,53164,41483
2025-05,C0079,54270,42259
2025-06,C0079,50950,39368
2025-07,C0079,52961,40314
2025-08,C0079,52336,40315
2025-09,C0079,48470,37870
2025-10,C0079,52553,41603
2025-11,C0079,14448,11276
2024-02,C0080,14445,13488
2024-03,C0080,43517,34319
2024-04,C0080,42566,33312
2024-05,C0080,46803,36915
2024-06,C0080,42967,33337
2024-07,C0080,45148,35490
2024-08,C0080,44315,33797
2024-09,C0080,44106,33336
2024-10,C0080,45046,33995
2024-11,C0080,42854,33204
2024-12,C0080,43384,34052
2025-01,C0080,45986,34862
2025-02,C0080,39597,30981
2025-03,C0080,44670,34758
2025-04,C0080,44864,35305
2025-05,C0080,44560,34790
2025-06,C0080,44512,34677
2025-07,C0080,45225,35364
2025-08,C0080,48462,37676
2025-09,C0080,42278,32922
2025-10,C0080,47841,37379
2025-11,C0080,18487,14140
2024-02,C0081,10107,9596
2024-03,C0081,32807,26320
2024-04,C0081,32815,25205
2024-05,C0081,35755,27860
2024-06,C0081,37215,29172
2024-07,C0081,35501,27463
2024-08,C0081,35114,27049
2024-09,C0081,33337,26202
2024-10,C0081,34188,26323
2024-11,C0081,31508,24650
2024-12,C0081,35987,28302
2025-01,C0081,35759,27400
2025-02,C0081,31158,24229
2025-03,C0081,36214,27848
2025-04,C0081,31971,25028
2025-05,C0081,34954,26459
2025-06,C0081,33957,26110
2025-07,C0081,35903,28351
2025-08,C0081,33628,26289
2025-09,C0081,33945,26088
2025-10,C0081,35665,27719
2025-11,C0081,11338,7630
2024-02,C0082,18329,16228
2024-03,C0082,58842,46780
2024-04,C0082,58451,45441
2024-05,C0082,59151,46268
2024-06,C0082,57927,45052
2024-07,C0082,64571,50404
2024-08,C0082,63561,49049
2024-09,C0082,64563,49583
2024-10,C0082,66268,49846
2024-11,C0082,57072,44751
2024-12,C0082,59866,46959
2025-01,C0082,59954,46341
2025-02,C0082,58792,45600
2025-03,C0082,66408,51516
2025-04,C0082,58884,45383
2025-05,C0082,65901,49356
2025-06,C0082,57591,44758
2025-07,C0082,59475,45452
2025-08,C0082,59682,46716
2025-09,C0082,62294,48696
2025-10,C0082,60136,46671
2025-11,C0082,17193,13557
2024-02,C0083,9850,9312
2024-03,C0083,31504,24454
2024-04,C0083,31589,24702
2024-05,C0083,31904,24628
2024-06,C0083,30202,23663
2024-07,C0083,30701,23785
2024-08,C0083,32964,25730
2024-09,C0083,32394,24175
2024-10,C0083,32772,25583
2024-11,C0083,30804,23852
2024-12,C0083,31643,24627
2025-01,C0083,31895,24512
2025-02,C0083,27961,21922
2025-03,C0083,31647,24357
2025-04,C0083,32100,24615
2025-05,C0083,30094,23770
2025-06,C0083,33731,26127
2025-07,C0083,29636,23359
2025-08,C0083,31476,24009
2025-09,C0083,31419,24185
2025-10,C0083,35360,26252
2025-11,C0083,9142,7124
2024-02,C0084,14704,13780
2024-03,C0084,50949,40857
2024-04,C0084,56522,43247
2024-05,C0084,53589,42029
2024-06,C0084,52826,41213
2024-07,C0084,58963,46139
2024-08,C0084,51551,40308
2024-09,C0084,51933,40075
2024-10,C0084,53977,41965
2024-11,C0084,51967,40261
2024-12,C0084,54440,41957
2025-01,C0084,52437,40523
2025-02,C0084,48951,37919
2025-03,C0084,52428,40824
2025-04,C0084,54179,42019
2025-05,C0084,50877,39813
2025-06,C0084,52289,40232
2025-07,C0084,50591,39316
2025-08,C0084,53196,39962
2025-09,C0084,50353,38322
2025-10,C0084,52146,40322
2025-11,C0084,15096,11755
2024-02,C0085,19044,17835
2024-03,C0085,56027,45550
2024-04,C0085,62249,48503
2024-05,C0085,64096,48697
2024-06,C0085,61011,47018
2024-07,C0085,61318,46967
2024-08,C0085,61429,47664
2024-09,C0085,58402,45104
2024-10,C0085,62255,47173
2024-11,C0085,59035,46759
2024-12,C0085,62769,48734
2025-01,C0085,64745,50397
2025-02,C0085,53763,42088
2025-03,C0085,59498,46828
2025-04,C0085,62336,46641
2025-05,C0085,61523,47604
2025-06,C0085,61386,46923
2025-07,C0085,61759,48073
2025-08,C0085,59222,46762
2025-09,C0085,63526,49302
2025-10,C0085,59487,46538
2025-11,C0085,18905,14379
2024-02,C0086,8069,7087
2024-03,C0086,27370,21303
2024-04,C0086,26559,20917
2024-05,C0086,25353,21590
2024-06,C0086,26238,20653
2024-07,C0086,22876,21639
2024-08,C0086,23338,21941
2024-09,C0086,23226,20435
2024-10,C0086,24509,21357
2024-11,C0086,26779,21692
2024-12,C0086,27359,21429
2025-01,C0086,26836,20532
2025-02,C0086,26644,20434
2025-03,C0086,29361,22411
2025-04,C0086,27903,21518
2025-05,C0086,29567,23191
2025-06,C0086,27112,20713
2025-07,C0086,27973,22069
2025-08,C0086,27724,21679
2025-09,C0086,27728,21513
2025-10,C0086,26305,20799
2025-11,C0086,7954,6248
2024-02,C0087,12713,11914
2024-03,C0087,40625,33102
2024-04,C0087,41594,31720
2024-05,C0087,44009,32854
2024-06,C0087,43181,33782
2024-07,C0087,40626,31859
2024-08,C0087,41454,32702
2024-09,C0087,42181,32151
2024-10,C0087,40740,31712
