component_id,month,actual_units,actual_issued,ra_3m,ra_6m,rstd_6m,stl_trend,stl_seasonal,stl_resid
C0028,2025-07-01,16284,12766,16308.666666666666,16659.0,634.9094423616625,15515.780588063692,768.2194119363104,-1.8189894035458565e-12
C0028,2025-08-01,16289,12800,16384.333333333332,16562.5,701.3349413796493,15415.478700034875,873.5212999651264,-1.8189894035458565e-12
C0028,2025-09-01,16580,13092,16269.0,14352.333333333334,4747.82260269554,15315.176812006066,1264.8231879939333,0.0
C0028,2025-10-01,15938,12591,12396.0,13952.2,5193.888158210569,15214.87492397723,723.1250760227734,-3.637978807091713e-12
C0028,2025-11-01,4670,3626,10304.0,13369.25,5805.436611487542,15114.573035948406,-10444.5730359484,-5.4569682106375694e-12
C0029,2024-02-01,4309,4044,9777.0,11138.666666666666,5954.95023768741,12748.407638888886,-8439.407638888893,7.275957614183426e-12
C0029,2024-03-01,15245,11852,11138.666666666666,11939.75,5119.3645032041495,12688.84930555555,2556.1506944444495,0.0
C0029,2024-04-01,13862,10959,14483.333333333334,12333.4,4520.035541895661,12629.290972222221,1232.7090277777756,3.637978807091713e-12
C0029,2024-05-01,14343,11189,14037.666666666666,12599.5,4095.049731077756,12569.732638888881,1773.2673611111206,-1.8189894035458565e-12
C0029,2024-06-01,13908,11523,14060.333333333334,13832.5,1165.2976872885317,12510.174305555556,1397.825694444441,3.637978807091713e-12
C0029,2024-07-01,13930,12442,13181.666666666666,13253.833333333334,1185.4827567985405,12450.615972222227,1479.384027777775,-1.8189894035458565e-12
C0029,2024-08-01,11707,10935,12470.0,12852.166666666666,1336.8295952239644,12391.05763888889,-684.05763888889,0.0
C0029,2024-09-01,11773,10780,11644.0,12371.166666666666,1205.9275959470658,12331.499305555553,-558.4993055555539,0.0
C0029,2024-10-01,11452,10956,11560.666666666666,12104.166666666666,947.202495069914,12271.940972222223,-819.9409722222229,0.0
C0029,2024-11-01,11457,10904,11738.333333333334,11775.0,323.86478660083577,12212.38263888889,-755.3826388888925,1.8189894035458565e-12
C0029,2024-12-01,12306,11248,11906.0,11678.333333333334,420.39394223355794,12152.82430555555,153.17569444444803,1.8189894035458565e-12
C0029,2025-01-01,11955,11091,11796.0,11862.666666666666,649.9878973232277,12093.265972222222,-138.2659722222248,3.637978807091713e-12
C0029,2025-02-01,11127,10618,11987.0,11818.0,691.7213311731858,12033.707638888887,-906.7076388888892,1.8189894035458565e-12
C0029,2025-03-01,12879,11821,11730.0,12083.666666666666,819.6203186028698,11974.149305555551,904.8506944444497,0.0
C0029,2025-04-01,11184,10410,12371.333333333334,11982.5,824.1377918770643,11914.590972222222,-730.5909722222214,-1.8189894035458565e-12
C0029,2025-05-01,13051,12138,11978.0,11947.666666666666,829.9290732747407,11855.032638888892,1195.9673611111093,-1.8189894035458565e-12
C0029,2025-06-01,11699,10942,12165.333333333334,12128.166666666666,727.1526433058401,11795.474305555554,-96.47430555555432,0.0
C0029,2025-07-01,11746,11160,11885.0,11995.833333333334,628.7757681929784,11735.915972222225,10.084027777776392,-1.8189894035458565e-12
C0029,2025-08-01,12210,11168,12013.666666666666,12571.666666666666,1123.7924482157143,11676.357638888887,533.6423611111181,-5.4569682106375694e-12
C0029,2025-09-01,12085,11477,12978.0,11099.666666666666,3545.451264178747,11616.79930555556,468.20069444444147,-1.8189894035458565e-12
C0029,2025-10-01,14639,11297,10314.333333333334,10979.8,3950.3190630631357,11557.240972222227,3081.7590277777754,-1.8189894035458565e-12
C0029,2025-11-01,4219,3306,9429.0,10788.25,4534.543518003403,11497.6826388889,-7278.682638888894,-5.4569682106375694e-12
C0030,2024-02-01,6470,6139,15022.0,17282.333333333332,9405.53158164563,21178.115831163177,-14708.115831163188,1.0913936421275139e-11
C0030,2024-03-01,23574,18871,17282.333333333332,19406.25,8776.109858587688,21359.73619249131,2214.2638075086843,7.275957614183426e-12
C0030,2024-04-01,21803,17092,23718.333333333332,19729.4,7634.6059361305615,21541.356553819438,261.64344618055196,1.0913936421275139e-11
C0030,2024-05-01,25778,20338,22867.666666666668,20362.833333333332,7002.656136543238,21722.97691514758,4055.023084852421,-3.637978807091713e-12
C0030,2024-06-01,21022,16603,23443.333333333332,23096.666666666668,1651.2428854249936,21904.597276475677,-882.5972764756831,7.275957614183426e-12
C0030,2024-07-01,23530,17980,22475.0,22773.5,1727.1373714907543,22086.21763780382,1443.7823621961884,-7.275957614183426e-12
C0030,2024-08-01,22873,17379,22679.333333333332,23019.166666666668,1665.2055028334069,22267.837999131938,605.1620008680567,3.637978807091713e-12
C0030,2024-09-01,21635,16746,22595.0,22531.0,985.1397870353171,22449.45836046007,-814.4583604600687,0.0
C0030,2024-10-01,23277,18294,22587.0,23029.833333333332,810.5145073758133,22631.0787217882,645.9212782117962,3.637978807091713e-12
C0030,2024-11-01,22849,17797,23380.333333333332,23440.5,1470.2995273072731,22812.699083116313,36.300916883678575,7.275957614183426e-12
C0030,2024-12-01,24015,18693,24286.0,22974.333333333332,2024.9858929549748,22994.31944444445,1020.6805555555537,-3.637978807091713e-12
C0030,2025-01-01,25994,20169,23361.666666666668,23098.0,1948.0283365495457,23175.93980577257,2818.060194227429,0.0
C0030,2025-02-01,20076,15718,22815.666666666668,23334.166666666668,2056.9199708949927,23357.56016710069,-3281.560167100696,3.637978807091713e-12
C0030,2025-03-01,22377,17205,22382.333333333332,23328.666666666668,2058.5202128389847,23539.18052842882,-1162.1805284288137,-7.275957614183426e-12
C0030,2025-04-01,24694,18696,23295.666666666668,23344.333333333332,2065.1354112180293,23720.800889756945,973.1991102430543,0.0
C0030,2025-05-01,22816,17989,23873.0,22862.166666666668,1610.4341547131496,23902.42125108507,-1086.4212510850696,0.0
C0030,2025-06-01,24109,18298,23342.0,23504.0,879.424357179168,24084.041612413188,24.95838758680469,7.275957614183426e-12
C0030,2025-07-01,23101,17820,23712.333333333332,23702.0,687.7941552528581,24265.66197374132,-1164.6619737413237,3.637978807091713e-12
C0030,2025-08-01,23927,18284,23531.0,23739.0,754.5623897332763,24447.282335069434,-520.2823350694373,3.637978807091713e-12
C0030,2025-09-01,23565,17769,24136.0,21073.0,7008.596407270145,24628.902696397567,-1063.9026963975693,3.637978807091713e-12
C0030,2025-10-01,24916,18853,18433.666666666668,20465.8,7657.371657429198,24810.523057725673,105.4769422743201,7.275957614183426e-12
C0030,2025-11-01,6820,5362,15868.0,19807.0,8676.808437822438,24992.143419053813,34.96725802950924,-18207.11067708332
C0031,2024-02-01,8204,7746,18203.5,21144.333333333332,11222.098838155604,23753.846354177505,-15549.846354177505,0.0
C0031,2024-03-01,28203,22689,21144.333333333332,22814.5,9752.683135083049,23960.919270843387,2291.2057291850074,1950.8749999716056
C0031,2024-04-01,27026,21051,27684.666666666668,24118.6,8935.295479165756,24167.99218750928,2858.0078124907204,0.0
C0031,2024-05-01,27825,21937,28062.0,24936.5,8239.257654667683,24375.065104175155,3449.9348958248383,7.275957614183426e-12
C0031,2024-06-01,29335,21789,28728.666666666668,28359.333333333332,852.029263973173,24582.13802084103,4752.861979158971,0.0
C0031,2024-07-01,29026,22408,29034.0,28180.166666666668,992.8652308680499,24789.2109375069,4236.789062493098,0.0
C0031,2024-08-01,28741,22023,28298.333333333332,28336.666666666668,836.1996571792331,24996.28385417277,3744.716145827227,3.637978807091713e-12
C0031,2024-09-01,27128,20635,27944.666666666668,28539.666666666668,834.9849499641706,25203.35677083866,1924.6432291613432,-3.637978807091713e-12
C0031,2024-10-01,27965,21318,28045.333333333332,28128.0,963.4454836678622,25410.429687504547,2554.570312495459,-7.275957614183426e-12
C0031,2024-11-01,29043,21801,27957.666666666668,28116.333333333332,950.7364864496718,25617.50260417041,-20646.377604142006,24071.874999971595
C0031,2024-12-01,26865,20659,28288.0,27544.333333333332,1417.5547490896672,25824.575520836283,1040.4244791637116,7.275957614183426e-12
C0031,2025-01-01,28956,22479,27043.333333333332,27812.5,1474.1063394477355,26031.648437502176,2924.3515624978268,-3.637978807091713e-12
C0031,2025-02-01,25309,19833,27667.333333333332,27896.333333333332,1498.6129142199024,26238.721354168043,-929.7213541680422,0.0
C0031,2025-03-01,28737,22313,27504.666666666668,27908.0,1509.5575510724996,26445.794270833925,2291.2057291660717,3.637978807091713e-12
C0031,2025-04-01,28468,22000,28772.666666666668,28462.333333333332,1653.7440753232254,26652.8671874998,1815.1328125002015,0.0
C0031,2025-05-01,29113,22693,29257.333333333332,28225.666666666668,1670.488990285979,26859.94010416568,2253.05989583432,3.637978807091713e-12
C0031,2025-06-01,30191,23501,28946.666666666668,28469.833333333332,1199.6128403225225,27067.013020831557,3123.986979168439,3.637978807091713e-12
C0031,2025-07-01,27536,21187,28167.0,28557.333333333332,1241.415912040228,27274.08593749744,261.9140625025655,-3.637978807091713e-12
C0031,2025-08-01,26774,21003,27857.333333333332,28558.666666666668,1241.3050659151727,27481.15885416333,-707.1588541633229,-3.637978807091713e-12
C0031,2025-09-01,29262,22706,28170.666666666668,24949.166666666668,8655.039050557,27688.231770829192,1573.7682291708143,-7.275957614183426e-12
C0031,2025-10-01,28476,21906,21731.333333333332,23900.8,9240.891796791038,27895.30468749509,580.6953125049187,-7.275957614183426e-12
C0031,2025-11-01,7456,5916,17966.0,22992.0,10409.258314916895,28102.377604160945,-20646.37760416094,-3.637978807091713e-12
C0032,2024-02-01,6529,5951,13652.5,15088.666666666666,7545.328113033477,22477.77314814813,-1247.8842592592705,-14700.888888888861
C0032,2024-03-01,20776,17114,15088.666666666666,16791.25,7039.162657352554,22373.11574074073,-1597.1157407407459,1.4551915228366852e-11
C0032,2024-04-01,17961,16381,20212.0,17632.2,6379.52527230671,22268.4583333333,-4307.458333333311,1.0913936421275139e-11
C0032,2024-05-01,21899,16901,20285.333333333332,18439.5,6038.962982168378,22163.80092592589,-264.8009259259009,1.0913936421275139e-11
C0032,2024-06-01,20996,16169,21790.333333333332,20984.5,1606.826032898398,22059.14351851853,-1063.143518518535,7.275957614183426e-12
C0032,2024-07-01,22476,17049,21757.0,21219.666666666668,1672.1341652710378,21954.486111111084,521.513888888906,1.0913936421275139e-11
C0032,2024-08-01,21799,17026,22154.0,21827.166666666668,509.1504361843055,21849.828703703704,-50.82870370371377,1.0913936421275139e-11
C0032,2024-09-01,22187,16761,21864.0,21813.0,507.93306645659715,21745.17129629629,441.8287037036991,1.0913936421275139e-11
C0032,2024-10-01,21606,16519,21869.0,22061.5,375.83334072431563,21640.513888888898,-34.51388888889923,0.0
C0032,2024-11-01,21814,17247,21969.0,21866.666666666668,418.55784148271357,21535.856481481474,278.14351851852075,3.637978807091713e-12
C0032,2024-12-01,22487,17472,21869.333333333332,21562.5,883.0014156274067,21431.199074074073,1055.8009259259263,0.0
C0032,2025-01-01,21307,16752,21256.0,21355.0,852.6593692677084,21326.541666666664,-19.54166666666459,0.0
C0032,2025-02-01,19974,14919,20741.0,21329.5,845.91270235173,21221.88425925926,-1247.8842592592664,7.275957614183426e-12
C0032,2025-03-01,20942,16055,20789.666666666668,21534.833333333332,1098.772299735787,21117.22685185185,-175.22685185185003,0.0
C0032,2025-04-01,21453,16687,21813.666666666668,21332.5,995.2693605250826,21012.569444444445,440.4305555555514,3.637978807091713e-12
C0032,2025-05-01,23046,17689,21924.0,21462.666666666668,1041.275691959949,20907.912037037036,2138.087962962965,0.0
C0032,2025-06-01,21273,16345,22135.666666666668,21759.5,743.2288342092215,20803.254629629628,469.7453703703701,3.637978807091713e-12
C0032,2025-07-01,22088,17008,21705.333333333332,21759.166666666668,743.6691244543265,20698.597222222215,1389.4027777777828,3.637978807091713e-12
C0032,2025-08-01,21755,17037,21594.333333333332,21848.5,731.6312595836765,20593.939814814807,1161.0601851851923,0.0
C0032,2025-09-01,20940,16295,21561.333333333332,19128.333333333332,6092.073987294202,20489.2824074074,450.7175925925973,0.0
C0032,2025-10-01,21989,16793,16551.333333333332,18699.4,6709.085504001273,20384.625,1604.3749999999989,0.0
C0032,2025-11-01,6725,5202,14357.0,17852.25,7431.779749831128,20279.9675925926,-13554.967592592602,3.637978807091713e-12
C0033,2024-02-01,5280,5066,11579.0,13883.666666666666,7457.336410095319,18418.71250000001,-13138.712500000009,0.0
C0033,2024-03-01,17878,14585,13883.666666666666,15041.25,6514.182546567144,18424.745833333323,-546.7458333333228,0.0
C0033,2024-04-01,18493,14495,18295.0,15844.2,5920.2680851461455,18430.779166666653,62.22083333334071,7.275957614183426e-12
C0033,2024-05-01,18514,14320,18687.666666666668,16274.333333333334,5399.050607900122,18436.81249999999,77.18750000000797,3.637978807091713e-12
C0033,2024-06-01,19056,14269,18665.0,18461.833333333332,374.7465365639329,18442.845833333322,613.1541666666716,7.275957614183426e-12
C0033,2024-07-01,18425,14256,18628.666666666668,18474.0,352.5268784078685,18448.879166666666,-23.87916666666467,0.0
C0033,2024-08-01,18405,14399,18260.333333333332,18558.5,413.4850662357663,18454.91249999999,-49.91249999999738,7.275957614183426e-12
C0033,2024-09-01,17951,13742,18452.0,18668.833333333332,481.8993325028187,18460.94583333333,-509.9458333333375,7.275957614183426e-12
C0033,2024-10-01,19000,14763,18709.0,18832.5,738.2592363120123,18466.979166666668,533.0208333333263,7.275957614183426e-12
C0033,2024-11-01,19176,14348,19404.666666666668,19046.166666666668,781.013038730252,18473.012499999997,702.9875000000005,3.637978807091713e-12
C0033,2024-12-01,20038,15357,19640.333333333332,18760.5,1240.6441472074075,18479.045833333334,1558.954166666661,3.637978807091713e-12
C0033,2025-01-01,19707,15146,18812.0,18815.166666666668,1204.5423058849624,18485.07916666667,1221.9208333333281,0.0
C0033,2025-02-01,16691,13008,18225.666666666668,18875.0,1224.3138486515602,18491.112499999992,-1800.1124999999972,3.637978807091713e-12
C0033,2025-03-01,18279,14412,18109.666666666668,18829.5,1215.9344965909947,18497.145833333332,-218.14583333333363,0.0
C0033,2025-04-01,19359,15026,18847.0,18532.333333333332,1070.720629607304,18503.179166666665,855.8208333333339,0.0
C0033,2025-05-01,18903,14327,18839.0,18500.666666666668,1031.1084650349167,18509.212499999994,393.7875000000046,0.0
C0033,2025-06-01,18255,13991,18891.666666666668,18887.333333333332,529.9817606924446,18515.245833333334,-260.245833333339,3.637978807091713e-12
C0033,2025-07-01,19517,14928,18927.666666666668,18842.333333333332,598.9412881632586,18521.27916666666,995.7208333333356,3.637978807091713e-12
C0033,2025-08-01,19011,14897,18845.666666666668,18891.666666666668,659.1711967817338,18527.312499999996,483.687500000003,0.0
C0033,2025-09-01,18009,14011,18891.666666666668,16611.666666666668,5618.086032330465,18533.34583333332,-524.3458333333186,0.0
C0033,2025-10-01,19655,15001,14295.666666666666,16283.0,6216.3856058002075,18539.37916666667,1115.6208333333268,3.637978807091713e-12
C0033,2025-11-01,5223,4056,12439.0,15474.5,6867.807874423978,18545.412499999995,-13322.412499999999,3.637978807091713e-12
C0034,2024-02-01,7162,6753,15915.5,18554.666666666668,9875.189331518324,24695.252083333326,-17533.25208333333,3.637978807091713e-12
C0034,2024-03-01,24669,19794,18554.666666666668,20838.75,9267.203259344213,24683.560416666667,-14.560416666668877,0.0
C0034,2024-04-01,23833,18641,25397.666666666668,21513.4,8166.183643538761,24671.86874999999,-838.8687499999918,0.0
C0034,2024-05-01,27691,21512,25245.333333333332,22400.833333333332,7620.660848421656,24660.177083333336,3030.822916666658,7.275957614183426e-12
C0034,2024-06-01,24212,19205,26247.0,25397.333333333332,1535.2366158565437,24648.485416666666,-436.485416666664,-3.637978807091713e-12
C0034,2024-07-01,26838,20608,25397.0,25196.5,1717.559984396466,24636.793750000004,2201.2062499999915,3.637978807091713e-12
C0034,2024-08-01,25141,19003,25147.666666666668,25584.333333333332,1607.2817633092998,24625.10208333332,515.8979166666787,0.0
C0034,2024-09-01,23464,18277,24921.666666666668,24898.833333333332,1391.7356669521178,24613.410416666666,-1149.4104166666664,0.0
C0034,2024-10-01,26160,20451,24400.666666666668,25191.166666666668,1402.7824373959968,24601.718750000004,1558.2812499999952,0.0
C0034,2024-11-01,23578,18364,25234.666666666668,24896.333333333332,1150.6778292235656,24590.027083333334,-1012.0270833333333,0.0
C0034,2024-12-01,25966,20036,24871.0,24516.5,1402.3770890883795,24578.335416666665,1387.6645833333312,3.637978807091713e-12
C0034,2025-01-01,25069,19128,24632.333333333332,24732.333333333332,1304.212661595746,24566.643750000003,502.3562499999969,0.0
C0034,2025-02-01,22862,17981,24230.0,24484.0,1104.5804633434345,24554.95208333333,-1692.9520833333304,0.0
C0034,2025-03-01,24759,19085,24097.0,24817.5,1078.0858500138063,24543.260416666668,215.73958333332857,3.637978807091713e-12
C0034,2025-04-01,24670,18405,25002.666666666668,24547.0,925.0321075508657,24531.568750000002,138.43124999999793,0.0
C0034,2025-05-01,25579,19995,24864.0,24554.666666666668,930.3987675543551,24519.87708333334,1059.12291666666,0.0
C0034,2025-06-01,24343,18969,25012.333333333332,25160.166666666668,778.2288652232386,24508.18541666666,-165.18541666665965,0.0
C0034,2025-07-01,25115,19358,25317.666666666668,25154.166666666668,782.0696686783408,24496.49375,618.5062499999989,0.0
C0034,2025-08-01,26495,19429,25444.333333333332,25335.333333333332,773.3339942525777,24484.80208333332,2010.1979166666724,7.275957614183426e-12
C0034,2025-09-01,24723,19064,25658.333333333332,22245.833333333332,7487.41393050142,24473.110416666656,249.88958333333773,7.275957614183426e-12
C0034,2025-10-01,25757,20297,19174.0,21826.4,8292.000771828238,24461.41875000001,1295.5812499999925,-3.637978807091713e-12
C0034,2025-11-01,7042,5514,16399.5,21004.25,9336.496394079892,24449.72708333333,-17407.72708333333,0.0
C0035,2024-02-01,8326,7993,18318.0,20662.333333333332,10785.53477270985,28554.450868055534,-3304.725868055567,-16923.724999999966
C0035,2024-03-01,28310,22585,20662.333333333332,22406.5,9472.080535271365,28394.60243055551,-84.60243055551643,3.637978807091713e-12
C0035,2024-04-01,25351,19982,27100.0,23203.4,8394.371941962067,28234.75399305552,-2883.7539930555376,1.4551915228366852e-11
C0035,2024-05-01,27639,21253,26460.333333333332,24208.833333333332,7901.756853173012,28074.905555555517,-435.90555555553397,1.8189894035458565e-11
C0035,2024-06-01,26391,20808,27755.333333333332,27369.333333333332,1376.9006742196957,27915.057118055563,-1524.0571180555721,7.275957614183426e-12
C0035,2024-07-01,29236,22992,27638.666666666668,26986.0,1382.7902227019067,27755.20868055555,1480.7913194444382,1.4551915228366852e-11
C0035,2024-08-01,27289,20700,27511.666666666668,27379.5,1138.8890639566198,27595.36024305556,-306.36024305555316,-3.637978807091713e-12
C0035,2024-09-01,26010,20263,27003.666666666668,27264.0,1142.4431714531743,27435.511805555547,-1425.511805555555,7.275957614183426e-12
C0035,2024-10-01,27712,21116,26889.333333333332,27587.333333333332,1120.2656232638087,27275.66336805555,436.33663194443665,1.4551915228366852e-11
C0035,2024-11-01,26946,20846,27663.0,27226.166666666668,780.1147137867958,27115.814930555556,-169.8149305555687,1.0913936421275139e-11
C0035,2024-12-01,28331,21535,27448.666666666668,26620.833333333332,1647.9882786799978,26955.966493055566,1375.0335069444407,-7.275957614183426e-12
C0035,2025-01-01,27069,21087,26352.333333333332,27059.833333333332,1796.8353755051285,26796.11805555555,272.8819444444463,3.637978807091713e-12
C0035,2025-02-01,23657,18496,26456.666666666668,26828.333333333332,1785.4487017740555,26636.26961805556,-2979.2696180555627,0.0
C0035,2025-03-01,28644,21563,26208.0,26854.166666666668,1788.6102333003296,26476.42118055556,2167.578819444439,0.0
C0035,2025-04-01,26323,19985,27356.0,26633.333333333332,1645.9067612312253,26316.572743055553,6.427256944445176,3.637978807091713e-12
C0035,2025-05-01,27101,20909,26810.0,27000.5,1975.2940793714715,26156.724305555552,944.2756944444474,0.0
C0035,2025-06-01,27006,20723,27793.0,27468.666666666668,1208.350225169279,25996.87586805555,1009.1241319444493,0.0
C0035,2025-07-01,29272,22744,27581.333333333332,27059.333333333332,1144.8953955129055,25837.02743055555,3434.972569444454,-3.637978807091713e-12
C0035,2025-08-01,26466,20682,27308.666666666668,27370.0,1157.9542305289885,25677.178993055553,788.8210069444497,-3.637978807091713e-12
C0035,2025-09-01,26188,20421,26947.0,24096.0,8232.193413665644,25517.33055555555,670.6694444444556,-3.637978807091713e-12
C0035,2025-10-01,28187,21219,20610.666666666668,23514.0,9064.812766957737,25357.482118055552,2829.5178819444573,-7.275957614183426e-12
C0035,2025-11-01,7457,5757,17822.0,22074.5,9785.024561372684,25197.63368055558,-17740.633680555573,-7.275957614183426e-12
C0036,2024-02-01,6568,6251,14661.0,16481.0,8685.266202022825,21228.381944444474,-14660.381944444473,0.0
C0036,2024-03-01,22754,17317,16481.0,17762.75,7540.607728602959,21228.631944444438,313.36805555555964,1212.0000000000036
C0036,2024-04-01,20121,15718,21494.333333333332,18408.2,6687.944542234183,21228.881944444456,-1107.8819444444446,-1.0913936421275139e-11
C0036,2024-05-01,21608,16460,20906.333333333332,18850.666666666668,6079.271524341273,21229.131944444453,378.8680555555471,0.0
C0036,2024-06-01,20990,16476,21220.333333333332,21319.833333333332,866.6970443394065,21229.38194444445,138.6180555555683,-378.0000000000182
C0036,2024-07-01,21063,16376,21145.333333333332,21196.833333333332,646.971225532221,21229.631944444445,-166.63194444443604,-1.0913936421275139e-11
C0036,2024-08-01,21383,16491,21487.333333333332,21406.5,375.46384646194076,21229.88194444445,153.11805555555952,-7.275957614183426e-12
C0036,2024-09-01,22016,17341,21592.666666666668,21407.166666666668,375.8964839775207,21230.13194444446,785.868055555544,-3.637978807091713e-12
C0036,2024-10-01,21379,16609,21669.0,21597.666666666668,410.25731762719386,21230.381944444445,148.61805555555796,-3.637978807091713e-12
C0036,2024-11-01,21612,16990,21708.0,21845.0,466.8785709368024,21230.63194444444,381.3680555555536,3.637978807091713e-12
C0036,2024-12-01,22133,17020,22097.333333333332,21693.5,723.6520572761417,21230.881944444445,902.1180555555565,0.0
C0036,2025-01-01,22547,17753,21718.0,21615.0,707.0267321678813,21231.13194444445,1315.8680555555484,3.637978807091713e-12
C0036,2025-02-01,20474,15884,21522.0,21550.5,749.2536953529114,21231.381944444438,-757.3819444444421,3.637978807091713e-12
C0036,2025-03-01,21545,16727,21003.666666666668,21685.333333333332,830.8806572948123,21231.63194444445,313.36805555555054,0.0
C0036,2025-04-01,20992,16031,21652.666666666668,21558.333333333332,806.6522588244949,21231.88194444444,-239.88194444444653,3.637978807091713e-12
C0036,2025-05-01,22421,17428,21594.666666666668,21461.666666666668,690.9297118134815,21232.131944444445,1188.86805555556,-3.637978807091713e-12
C0036,2025-06-01,21371,16943,21919.666666666668,21582.833333333332,527.5021958879986,21232.38194444444,138.61805555555915,0.0
C0036,2025-07-01,21967,16203,21513.0,21465.666666666668,609.3155723159066,21232.63194444444,734.3680555555621,-3.637978807091713e-12
C0036,2025-08-01,21201,16570,21336.666666666668,21571.833333333332,564.0951751847027,21232.881944444438,-31.881944444435113,-3.637978807091713e-12
C0036,2025-09-01,20842,16066,21224.0,18876.333333333332,6198.313953541453,21233.13194444445,-391.1319444444433,-7.275957614183426e-12
C0036,2025-10-01,21629,16495,16239.666666666666,18377.4,6793.884109991869,21233.381944444445,395.61805555555605,0.0
C0036,2025-11-01,6248,4422,13938.5,17480.0,7494.907382127326,21233.631944444463,-14985.631944444463,0.0
C0037,2024-02-01,7918,7055,17855.0,20488.333333333332,10933.76889884423,25576.234027777788,-17658.23402777778,-7.275957614183426e-12
C0037,2024-03-01,27792,22244,20488.333333333332,21953.0,9395.700896331968,25595.34236111113,2196.6576388888634,7.275957614183426e-12
C0037,2024-04-01,25755,19853,26631.333333333332,22733.8,8322.117500972934,25614.45069444444,140.5493055555599,0.0
C0037,2024-05-01,26347,20878,25986.333333333332,23292.833333333332,7568.435859982344,25633.559027777756,713.4409722222338,1.0913936421275139e-11
C0037,2024-06-01,25857,19760,26097.333333333332,26470.5,782.2947654177511,25652.66736111112,204.33263888888195,0.0
C0037,2024-07-01,26088,20312,26309.666666666668,26015.833333333332,640.5427126013392,25671.775694444455,416.22430555554155,3.637978807091713e-12
C0037,2024-08-01,26984,21067,26045.333333333332,25955.333333333332,685.6598768096922,25690.88402777778,1293.1159722222117,7.275957614183426e-12
C0037,2024-09-01,25064,19570,25813.333333333332,25867.833333333332,658.6478320519113,25709.992361111104,-645.9923611111072,3.637978807091713e-12
C0037,2024-10-01,25392,19928,25426.0,26118.0,895.9982142839427,25729.100694444434,-337.1006944444374,3.637978807091713e-12
C0037,2024-11-01,25822,19709,26190.666666666668,26119.833333333332,895.9358049920099,25748.20902777777,73.79097222222545,3.637978807091713e-12
C0037,2024-12-01,27358,21469,26426.333333333332,25785.166666666668,883.5230425216331,25767.317361111112,1590.6826388888883,0.0
C0037,2025-01-01,26099,20119,26144.333333333332,26033.5,849.0078327082821,25786.42569444444,312.5743055555585,3.637978807091713e-12
C0037,2025-02-01,24976,19264,25876.333333333332,26175.166666666668,789.3801154492555,25805.534027777772,-829.5340277777718,0.0
C0037,2025-03-01,26554,20265,25924.0,26085.0,865.0586107310961,25824.64236111111,729.3576388888916,0.0
C0037,2025-04-01,26242,20416,26025.666666666668,25769.333333333332,617.878844650538,25843.75069444445,398.2493055555581,-7.275957614183426e-12
C0037,2025-05-01,25281,19976,25662.333333333332,25980.166666666668,902.9339769145267,25862.859027777784,-581.859027777779,-3.637978807091713e-12
C0037,2025-06-01,25464,19434,26036.333333333332,26262.0,782.7206398198633,25881.967361111117,-417.9673611111197,3.637978807091713e-12
C0037,2025-07-01,27364,21526,26498.333333333332,26547.5,1140.9607793434516,25901.075694444444,1462.9243055555612,-3.637978807091713e-12
C0037,2025-08-01,26667,21093,27432.666666666668,26654.666666666668,1136.716792638643,25920.18402777777,746.8159722222349,-3.637978807091713e-12
C0037,2025-09-01,28267,21504,27273.0,23709.833333333332,7939.326908917826,25939.29236111111,2327.707638888891,0.0
C0037,2025-10-01,26885,20109,20921.333333333332,23359.0,8824.285211845774,25958.400694444477,926.599305555528,-3.637978807091713e-12
C0037,2025-11-01,7612,5910,17248.5,22357.75,9855.996596827064,25977.509027777804,-18365.509027777807,3.637978807091713e-12
C0038,2024-02-01,8531,7820,17786.0,21449.666666666668,11221.514395719203,31622.795183184106,-3203.805685768842,-19887.989497415263
C0038,2024-03-01,27041,22486,21449.666666666668,24394.75,10892.305552544878,31365.75380825594,-4324.753808255959,1.8189894035458565e-11
C0038,2024-04-01,28777,21899,29682.666666666668,25020.2,9536.124931018889,31108.712433327793,-38.72293591242977,-2292.989497415365
C0038,2024-05-01,33230,24717,29843.0,25853.166666666668,8770.013897746494,30851.671058399566,2378.328941600421,1.4551915228366852e-11
C0038,2024-06-01,27522,21387,30256.666666666668,29410.0,2224.9899775055137,30594.62968347134,-3072.6296834713603,2.1827872842550278e-11
C0038,2024-07-01,30018,23550,29137.333333333332,29567.666666666668,2050.1959581139195,30337.588308543116,-319.5883085431162,0.0
C0038,2024-08-01,29872,23017,29292.333333333332,30078.166666666668,2190.488568029209,30080.54693361493,-208.54693361493,0.0
C0038,2024-09-01,27987,21981,29899.666666666668,29367.833333333332,1566.0253403654265,29823.505558686724,-1836.5055586867409,1.8189894035458565e-11
C0038,2024-10-01,31840,24885,29598.333333333332,29563.666666666668,1347.2185667762496,29566.464183758537,2273.535816241454,7.275957614183426e-12
C0038,2024-11-01,28968,22554,29835.0,29576.166666666668,1352.6142712047113,29309.422808830335,-341.42280883035073,1.4551915228366852e-11
C0038,2024-12-01,28697,21670,29252.666666666668,28821.0,2171.418246216047,29052.381433902145,-355.38143390214924,3.637978807091713e-12
C0038,2025-01-01,30093,23417,28043.666666666668,29459.333333333332,2425.321806826189,28795.340058973925,1297.659941026066,7.275957614183426e-12
C0038,2025-02-01,25341,19801,29083.666666666668,28818.0,2164.651103526842,28538.298684045723,-3197.2986840457334,1.0913936421275139e-11
